x_t,y_t,z_t,x_next
-9.289728631334064,-10.394156314444064,26.774338103212525,-9.692619150015933
-9.343673663311286,-10.396331292714038,26.900797728642004,-9.713929190431761
-9.39495527858666,-10.392865226606228,27.02826954534478,-9.731381618436258
-9.443425973963482,-10.383669503123667,27.15633237276126,-9.744909275397168
-9.48894170904145,-10.368680135714374,27.284555517707396,-9.754457891972487
-9.531362973553959,-10.347858872969143,27.412500749253002,-9.759986732714992
-9.570555864208544,-10.321194159345668,27.539724467335006,-9.761469123111693
-9.606393096186501,-10.28870187238724,27.66577988161643,-9.758892879861504
-9.638755074996562,-10.25042589162352,27.79021948431821,-9.752260647234376
-9.667530861009942,-10.20643842055725,27.912597435442272,-9.741590107145509
-9.692619150015933,-10.156840088245497,28.03247213980169,-9.72691408985784
-9.713929190431761,-10.101759792465238,28.14940883884512,-9.708280560346232
-9.731381618436258,-10.041354314038099,28.262982126342102,-9.685752497338415
-9.744909275397168,-9.975807637247025,28.372778612530542,-9.659407650045763
-9.754457891972487,-9.905330064690636,28.478399336102893,-9.629338190474929
-9.759986732714992,-9.830157044714113,28.579462264526526,-9.59565025970625
-9.761469123111693,-9.750547767414998,28.675604586895304,-9.558463399442235
